	ref_hk
PSMA7	24.03282
DIDO1	3.215635
GID8	4.308313
ARFRP1	3.0197554
CDS2	2.4885755
TM9SF4	2.1245944
CRNKL1	2.1308506
POFUT1	0.66419405
NOP56	8.848162
IDH3B	3.9719741
CDK5RAP1	1.2939243
TTI1	0.6304524
RPRD1B	1.7111886
PXMP4	0.31807977
CHMP4B	15.194979
CST3	21.699984
ACTR5	0.4330584
AHCY	3.5826807
DNTTIP1	3.7410889
PIGU	0.40723115
ACOT8	0.7634411
RBFA	1.9044491
USP14	6.2270126
VAPA	23.780216
MIB1	3.934787
RIOK3	8.211531
PSMD10	1.2728574
NKAP	3.3913212
MOSPD1	1.0278361
WDR13	4.589584
XIAP	4.327656
CCDC22	0.87114793
NAA10	6.858618
RBBP7	6.0305033
SLC35A2	1.2311072
PQBP1	6.3071427
EMD	5.9410105
PGK1	11.654634
MAGT1	4.1608634
UBL4A	1.3259295
CD99L2	0.57998323
CDK16	3.4539878
PBDC1	4.3653502
ARMCX3	7.2791905
FNDC3A	6.430748
DNAJC3	9.25717
MRPS31	2.5673485
DHRS12	1.1007324
MGRN1	3.0138664
PHKB	2.6275609
LYRM1	3.1160245
NUTF2	9.025122
CENPT	2.1659698
LONP2	3.8738697
N4BP1	4.111683
CTCF	3.5067642
POLR2C	4.3699236
USB1	1.5738032
CYB5B	2.8810897
NME3	8.086703
PSMD7	11.317001
SETD6	0.8958631
VAC14	0.7598474
TANGO6	0.30340195
COG4	0.8884564
WDR59	1.6706448
CMC2	5.9537435
AXIN1	1.646351
NPRL3	1.5486723
MPG	5.8095326
USP10	4.24293
TSC2	1.8349736
CLCN7	1.808281
METRN	3.4980495
STUB1	9.618638
NUBP1	1.7531004
UBE2I	14.510712
GSPT1	13.426029
ZNF174	0.24141593
UBFD1	2.249453
EARS2	0.34092873
HMOX2	4.2194037
DNAJA3	1.7241118
BFAR	5.055623
MAZ	5.7568574
STX4	5.6164513
CDIPT	3.5678651
BCKDK	3.061275
KAT8	3.7284267
RNF40	1.8482035
AAGAB	1.3560759
LACTB	5.0664253
TRIP4	1.1479774
MTFMT	0.63562
RAB11A	11.717484
TMEM87A	7.7002177
DTWD1	3.27211
GABPB1	3.7281525
DNAJC17	1.5173378
EIF3J	15.099307
SPG11	2.0398557
VPS18	0.53049374
BLOC1S6	7.4500375
ZDHHC2	1.7582794
BRF2	0.85904294
ZFAND1	4.749078
NBN	3.1186414
UBE2W	3.6701844
RAB2A	15.102795
EIF3E	26.128567
EMC2	4.1363683
ARMC1	1.8726577
CHRAC1	3.308944
INTS10	2.9198055
DCTN6	6.3633304
R3HCC1	1.9515693
GSR	1.2631837
PPP2CB	10.720453
ERICH1	3.5423563
NUCB1	7.2362986
ECH1	7.239016
HNRNPL	6.2019167
NFKBIB	4.1254582
SNRNP70	11.564847
CLPTM1	3.5044096
PPP1R37	1.411917
PIH1D1	4.360371
ERCC2	0.46325898
PLEKHJ1	4.7948565
OAZ1	33.960205
TRMT1	2.3148077
STX10	2.4979877
PTOV1	4.46721
SGTA	3.9597726
C19orf53	16.649979
TIMM44	4.1323795
VRK3	1.4732126
FAM32A	4.922624
AKAP8	2.4776595
ILVBL	1.5229695
ZNF419	0.54187644
POP4	1.8379496
URI1	6.6600614
PDCD5	15.157859
TIMM50	2.5714276
GPI	3.1397893
PLD3	4.6393046
TBCB	6.031385
POLR2I	9.3400755
HNRNPUL1	6.4059334
FZR1	2.0161548
PLIN3	6.510305
MRPL4	5.511764
ETFB	5.4509573
BABAM1	2.984101
TYK2	1.3572112
CDC37	14.630252
NAPA	5.599925
GRWD1	3.1607714
TMEM205	6.9833913
BCAT2	0.895999
PPP2R1A	6.5759745
WDR83OS	16.663828
GCDH	0.97321165
DNASE2	1.6824331
LENG1	2.2151208
PRPF31	3.6783748
TFPT	1.531965
COPE	13.597223
DDX49	2.301104
ARMC6	0.86789
TMEM147	8.856601
USF2	3.397691
KXD1	4.126768
FKBP8	9.678398
SUGP1	0.6609956
GSK3A	4.352562
ZNF574	1.0348414
GTPBP10	1.2814275
PMPCB	4.377606
DNAJC2	6.358362
NAMPT	22.446114
HBP1	9.915653
BRAT1	0.8194494
SSBP1	13.702821
HIBADH	2.1795592
TAX1BP1	14.172697
CHCHD2	33.240337
PDAP1	9.276052
PTCD1	0.5518198
ZKSCAN1	5.024681
EIF3B	9.018564
RBM28	3.6341827
LSM5	7.42901
C1GALT1	2.4718893
PLOD3	2.160396
RPA3	3.385747
ZNHIT1	9.387746
TMEM106B	5.505791
CHCHD3	4.0084662
PSMA2	12.879534
MRPL32	9.474076
COA1	2.7275167
URGCP	2.2259283
TMEM248	6.202592
POLD2	4.9753795
BCL7B	4.0574946
YKT6	2.1413364
EIF4H	12.965026
NMRK1	1.6859123
SEC61B	25.10853
CDC37L1	4.2493196
PLGRKT	3.0656142
CREB3	4.9945083
RGP1	1.3137234
EDF1	27.739027
BAG1	13.636686
RAPGEF1	3.0797884
UBE2R2	9.50329
ZFAND5	20.895523
HPS1	2.1610608
EIF3A	18.410816
MAPK8	3.8917205
SEC23IP	1.969861
ATE1	1.8418722
NSMCE4A	2.8977861
PLEKHA1	4.288949
MICU1	2.5343373
FBXW4	2.0136049
TNKS2	5.0893445
GBF1	1.7241975
FBXL15	2.6868885
CUEDC2	3.60166
ACBD5	1.2921193
LHPP	0.55841076
GTPBP4	7.5591764
BCCIP	4.464892
MTPAP	1.5024277
PITRM1	1.9969139
GLRX3	7.1669273
XPNPEP1	1.9739223
SHOC2	5.250262
TFAM	5.383792
CUL2	1.8470036
CCNY	3.8366
PPIF	5.3266625
NUFIP2	11.20345
UBTF	2.7779374
PSMD3	5.6930385
CASC3	4.3358774
RAD51C	1.2291595
TUBD1	0.9592107
KPNB1	11.202773
GOSR2	2.6530304
PNPO	0.8780494
RPS6KB1	3.6426873
CAMTA2	2.3463147
MED13	7.9039474
PFN1	27.87189
RNF167	2.6828
SLC25A11	3.4580703
C1QBP	13.41945
BLMH	1.3150033
CPD	4.0276575
GOSR1	4.738138
CCDC47	11.840652
MED31	3.4186904
DRG2	1.9841552
FTSJ3	1.7053449
UTP6	3.7530477
PSMD11	10.876019
PEX12	0.15647687
RAB5C	9.864229
MLX	3.2887683
MRPL27	5.2661986
LRRC59	10.55995
LUC7L3	16.43556
EFTUD2	1.6592376
PRKAR1A	13.258477
YWHAE	29.217812
RANGRF	1.692683
DPH1	0.14203025
DHRS7B	2.030195
TNFAIP1	3.3275938
SUPT6H	4.1229143
PHF12	1.7906746
TMEM33	4.291218
OCIAD1	10.149706
DCUN1D4	2.14207
LAMTOR3	4.711661
UBE2D3	26.943996
ELF2	6.1152096
NDUFC1	13.838153
ZNF330	4.0614033
RPL34	45.372753
GRPEL1	8.452008
CLCN3	3.0186238
DHX15	7.8447633
FBXW7	3.563923
RAPGEF2	2.722647
SNX25	0.7532914
UFSP2	2.0524526
KLF3	6.967534
KLHL5	2.47381
HTATIP2	4.6820364
ELP4	0.7318353
MTCH2	3.023779
HSPA8	26.79122
DNAJC4	3.2203426
ATG2A	2.0823798
OSBP	4.0673056
PUS3	1.2546105
FOXRED1	0.47976583
PPP6R3	5.004525
CCDC86	2.0641618
PRPF19	2.7135732
TRIM3	0.5875783
ANAPC15	1.7458194
PANX1	1.8583592
RNF141	1.9580784
EIF4G2	24.185646
BIRC2	8.560709
UBE4A	2.3108206
FBXO3	3.1530259
PDHX	1.43504
COMMD9	1.4717368
AMBRA1	0.66062415
PTPMT1	2.4322414
CD81	26.869452
C11orf58	18.625324
RPS13	43.95978
AIP	4.924959
NDUFS8	8.069683
GTF2H1	2.6120746
PSMD9	5.0440784
PRDM4	1.3936583
COQ5	0.92650115
CORO1C	5.1065125
MLEC	6.599057
PTGES3	25.909193
RSRC2	20.14908
METAP2	12.536794
GPN3	3.0279408
VPS29	8.825513
DUSP16	3.60686
CDK2AP1	3.8928025
RFC5	0.36734942
COPZ1	7.197466
RAB5B	2.9818723
NUP107	1.7838355
CNOT2	7.4321346
CPSF6	5.010286
KRR1	7.051095
MRPL51	11.701771
NOP2	1.277307
CHD4	7.9066863
COPS7A	1.8894682
CHPT1	8.494896
USP5	1.0158334
TPI1	21.18457
C12orf57	21.791182
LPCAT3	1.7143024
GOLT1B	4.567965
PRKAB1	0.71898615
CMAS	3.236101
FGFR1OP2	8.494341
TDP2	1.5700119
RWDD1	12.256349
TMEM14C	11.366484
PAK1IP1	3.8772037
SMIM8	1.0913568
ASF1A	1.2005486
SERINC1	13.010951
PPARD	1.2360389
KCTD20	4.106876
SRSF3	26.827698
MRPL18	7.475469
FBXL4	0.7796384
ASCC3	4.165295
ACOT13	1.8885791
SMAP1	3.8997984
C6orf62	8.00585
SNX3	17.6966
HBS1L	3.7333012
SLC39A7	5.4841313
CUTA	13.916707
FAM120B	0.96580756
PPP2R5D	0.74699825
MRPL2	3.1966383
DUSP22	2.1000106
EXOC2	0.7200832
COX7A2	23.86099
TMEM30A	9.055682
SENP6	7.5692987
PRPF4B	12.882999
FBRSL1	2.3155026
HARS2	0.5947023
MRPS30	3.0683625
HSPA9	14.887895
MRPS27	1.3746789
FAF2	2.9595742
CLINT1	9.103948
TTC1	4.309918
MSH3	1.2828289
CCNG1	5.842532
DROSHA	0.60085195
GOLPH3	3.6389363
SUB1	25.698902
RAD1	2.2792614
BRIX1	6.3030663
RAD50	1.8963366
GNPDA1	2.3711479
SKP1	29.477726
PPP2CA	11.721939
C5orf15	3.1748257
PPWD1	1.2386005
TRAPPC13	0.7154716
SEC24A	3.3105342
TXNDC15	3.0134058
TTC33	1.542433
TCERG1	4.997559
SMAD5	5.260119
CSNK1A1	22.3756
HMGXB3	4.5577526
ATP6V0E1	21.856714
BNIP1	1.2079471
ACTR8	0.8769564
TBCCD1	0.3741254
TIMMDC1	3.5129547
CRBN	3.7825983
NIT2	3.8968432
FAM162A	5.8222013
OGG1	0.58959454
KPNA1	4.8278036
UBE3A	8.665126
ARMC8	2.4779265
RNF7	12.522172
KAT2B	0.54108113
USP4	1.8224759
TFG	10.226185
TUSC2	3.57802
NPRL2	0.95543456
NCBP2	5.9059167
SNX4	2.367649
SLC41A3	2.2051122
SCAP	1.3408539
MRPL3	5.7301235
HEMK1	0.61433035
GORASP1	0.8601765
EIF1B	19.085794
SSR3	16.284866
EIF4G1	9.045411
SPCS1	13.897571
NEK4	0.7832408
EEF1B2	37.576256
KANSL3	1.2283391
NCL	28.164268
ACTR1B	1.9638158
SLC35F5	2.8398335
STAM2	1.835877
ACVR1	1.8429288
GTF3C2	1.1561337
EIF2B4	2.852697
NRBP1	6.5019326
PSMD14	6.20967
SNX17	3.8716898
INO80B	1.5204738
MOGS	1.9938198
NDUFS7	5.986969
PCGF1	1.1517205
AUP1	7.1656632
RTN4	27.482311
HTRA2	3.141068
POLE4	6.2809873
MRPL19	3.6640139
WDR75	1.9629471
UNC50	4.7051854
ELMOD3	0.82704794
CCT4	16.452993
TXNDC9	3.4994838
COQ10B	9.793083
SF3B1	16.580635
MOB4	6.8230724
ZNF142	0.49472663
UXS1	2.6358528
STK16	1.9992925
HDLBP	13.421769
PPP1R7	3.6925938
ODC1	7.8680706
NOL10	2.7164226
GORASP2	4.09843
CEBPZ	9.509431
RAB3GAP1	4.690098
SRSF7	23.699781
COX7A2L	14.10364
PNO1	5.71625
ORC4	2.2852395
ATF2	3.6757205
THADA	1.4953536
TIA1	3.0268536
PCYOX1	2.4070504
SUMO1	14.59392
NFE2L2	20.897667
MSH6	2.8835402
FARSB	1.2649847
SCP2	6.8986793
CEP104	1.554065
FAM20B	1.9356433
TCEANC2	0.21348922
TMEM59	22.816452
LRRC42	2.685879
MRPL37	2.5964417
ICMT	1.1558548
QSOX1	3.9528773
STXBP3	3.2174819
PARK7	19.91387
SRSF4	11.88849
EDEM3	2.363619
WDR77	1.4792427
RAP1A	8.304983
SCAMP3	1.8525505
LAMTOR2	5.487597
SRM	8.443189
FBXO6	0.8699584
MAD2L2	2.7235456
IVNS1ABP	6.49547
KIAA2013	1.8442795
