	ref_hk
RAB5C	7.0310483
MLX	2.872197
MRPL27	6.2892237
LRRC59	4.785448
LUC7L3	9.503229
EFTUD2	1.076776
PRKAR1A	6.862896
YWHAE	13.565883
RANGRF	1.4657505
DPH1	0.043786284
DHRS7B	1.53324
TNFAIP1	1.3524517
SUPT6H	2.4011815
PHF12	1.2593465
TMEM33	2.807909
OCIAD1	7.554334
DCUN1D4	1.2767063
LAMTOR3	3.1010208
UBE2D3	13.731139
ELF2	3.1148825
NDUFC1	9.805156
ZNF330	1.9651921
RPL34	38.721157
GRPEL1	2.5957217
CLCN3	3.2620254
DHX15	3.5554135
FBXW7	2.6537232
RAPGEF2	1.3196275
SNX25	0.47012958
UFSP2	1.8710784
KLF3	6.0214925
KLHL5	0.61398095
HTATIP2	3.8649018
ELP4	0.8480008
MTCH2	2.981252
HSPA8	17.39524
DNAJC4	3.46002
ATG2A	1.2290615
OSBP	2.4468625
PUS3	0.7047989
FOXRED1	0.7247716
PPP6R3	2.3939724
CCDC86	0.32645905
PRPF19	2.096678
TRIM3	0.4857409
ANAPC15	2.610701
PANX1	0.2844755
RNF141	1.8624758
EIF4G2	12.638619
BIRC2	3.273734
UBE4A	2.4286911
FBXO3	1.8316137
PDHX	1.3179704
COMMD9	1.490355
AMBRA1	0.4721492
PTPMT1	1.9179438
CD81	7.6169252
C11orf58	10.826042
RPS13	31.049185
AIP	3.0467248
NDUFS8	8.654734
GTF2H1	1.3827202
PSMD9	2.120524
PRDM4	0.8690009
COQ5	1.1375967
CORO1C	1.5218308
MLEC	6.80783
PTGES3	11.205041
RSRC2	10.054735
METAP2	6.3760195
GPN3	1.40594
VPS29	7.4035006
DUSP16	1.2619593
CDK2AP1	0.39636597
RFC5	0.41861066
COPZ1	6.674556
RAB5B	3.4537778
NUP107	1.0755658
CNOT2	3.4183655
CPSF6	2.475776
KRR1	3.429694
MRPL51	8.136672
NOP2	0.25557917
CHD4	5.5506063
COPS7A	1.6926686
CHPT1	4.6125493
USP5	1.164816
TPI1	14.204962
C12orf57	11.86101
LPCAT3	2.7808068
GOLT1B	1.8592669
PRKAB1	1.0652362
CMAS	2.5590832
FGFR1OP2	3.8308904
TDP2	2.252622
RWDD1	7.7314796
TMEM14C	7.403757
PAK1IP1	1.0386862
SMIM8	1.0015877
ASF1A	1.6254094
SERINC1	5.3006773
PPARD	0.9722032
KCTD20	1.8638625
SRSF3	14.23716
MRPL18	4.71088
FBXL4	1.2566062
ASCC3	2.3852432
ACOT13	2.3231826
SMAP1	4.2724786
C6orf62	6.8846216
SNX3	9.946131
HBS1L	1.8641725
SLC39A7	4.346499
CUTA	10.621609
FAM120B	0.94339657
