	ref_hk
THADA	6.645817
TIA1	3.46978
PCYOX1	3.608225
SUMO1	11.389154
NFE2L2	13.615072
MSH6	2.10564
FARSB	2.510999
SCP2	11.94926
CEP104	2.5110984
FAM20B	1.9248412
TCEANC2	0.9283656
TMEM59	13.389
LRRC42	1.4424211
MRPL37	3.4309022
ICMT	1.5359328
QSOX1	2.4741642
STXBP3	4.70372
PARK7	13.861055
SRSF4	10.415378
EDEM3	2.690422
WDR77	1.7681708
RAP1A	9.434094
SCAMP3	2.1761494
LAMTOR2	6.856509
SRM	1.593172
FBXO6	0.5153295
MAD2L2	2.5242631
IVNS1ABP	8.4194145
KIAA2013	1.587245
MIIP	1.2257065
SMG7	5.0599494
UCHL5	2.5959046
BCAS2	4.3133445
SRSF11	14.771504
ZBTB17	1.1490009
TMEM9	3.8981307
WARS2	2.3402755
MRPS15	5.3385653
EXOC8	0.5035825
GNPAT	3.1233516
TSNAX	2.7377
C1orf109	0.9315683
SDHB	6.9672165
RPF1	2.6788008
UAP1	2.5212379
CD46	9.0515
PRPF3	2.6977754
APH1A	4.9436684
EBNA1BP2	5.087062
ATP6V0B	10.798336
ERI3	6.5817657
AKR1A1	9.177465
PRDX1	16.939348
BLZF1	2.2326427
TMED5	4.141212
DR1	3.2114105
ABCD3	6.007068
DPH5	2.3972757
PRDX6	13.667666
DARS2	0.797944
SYF2	8.626068
MTFR1L	3.1098404
NENF	4.290319
RPA2	3.0915668
PPP1R8	1.9869391
OSBPL9	9.038834
TXNDC12	4.208899
RCN2	5.959536
CTSD	8.61458
STK11	2.1256676
DDX59	1.5880636
ATF6	6.6572185
FASTKD2	2.0289276
HMGN3	15.152283
RNF146	3.3125675
FBXL5	7.299482
MYL12B	18.29218
RPN2	7.832363
RAB3GAP2	5.515456
UCHL3	3.2987301
HS1BP3	1.3709637
ELL2	5.4185767
NDUFB3	9.713739
GTF3C3	2.1155295
UBE2B	9.24622
KLF9	5.6712694
ITGB1BP1	5.0472603
SENP5	5.5129128
CCDC92	3.1581407
RAD23B	6.705391
SET	10.929719
GLE1	1.5523944
RAB14	6.3557863
FBXW2	2.9001927
PPP6C	4.307292
NDUFA8	5.6012945
HDHD3	2.958466
RBM18	1.891802
