	ref_hk
ERH	21.887808
EIF5	19.134884
TELO2	2.4359205
PSMB5	12.104766
YY1	12.7588005
ACIN1	9.553984
CCNB1IP1	5.709491
APEX1	16.167955
PABPN1	10.2460165
ARHGAP5	3.0531168
CINP	4.2476673
SRP54	7.062686
CHD8	4.6260347
DCAF11	6.8088856
PSMA6	12.408407
EMC9	3.2351818
TM9SF1	1.3785075
SEC23A	2.8663077
GMPR2	5.0663586
PNN	16.666162
RABGGTA	1.8967032
PCIF1	3.8620563
GSS	4.024969
TRPC4AP	4.4555
ABHD12	2.1532483
ADNP	3.3949037
PFDN4	10.16966
CSTF1	2.626071
TPD52L2	5.4327607
DNAJC5	2.3065588
NELFCD	6.8037267
PRPF6	8.054306
PSMA7	28.17613
DIDO1	3.590482
GID8	6.6544023
ARFRP1	4.146686
CDS2	3.6391113
TM9SF4	2.383297
CRNKL1	4.228371
POFUT1	1.203779
NOP56	10.849123
IDH3B	8.803737
CDK5RAP1	2.5468252
TTI1	1.4983766
RPRD1B	2.121686
PXMP4	1.337512
CHMP4B	8.249271
CST3	19.66177
ACTR5	0.68013775
AHCY	8.621481
DNTTIP1	5.831079
PIGU	1.6231185
ACOT8	3.5189347
RBFA	3.411434
USP14	7.56351
VAPA	18.79542
MIB1	2.4286492
RIOK3	9.56086
PSMD10	3.8544652
NKAP	5.971247
MOSPD1	2.742104
WDR13	3.0542154
XIAP	3.123887
CCDC22	2.3853989
NAA10	6.6653776
RBBP7	12.185574
SLC35A2	1.6274952
PQBP1	8.487709
EMD	9.503896
PGK1	24.653307
MAGT1	3.851789
UBL4A	2.7414708
CD99L2	0.9201069
CDK16	3.91976
PBDC1	4.4293323
ARMCX3	5.9824643
FNDC3A	3.7780888
DNAJC3	5.822305
MRPS31	5.1077757
DHRS12	0.5688405
MGRN1	3.3778176
PHKB	4.586772
LYRM1	2.5298166
NUTF2	12.740332
CENPT	3.7485242
LONP2	4.1812057
N4BP1	2.2264142
CTCF	7.077091
POLR2C	6.7917514
USB1	2.69014
CYB5B	6.761548
NME3	4.547959
PSMD7	14.928374
SETD6	0.8058708
VAC14	1.7168868
TANGO6	0.684408
COG4	3.3123157
WDR59	1.5745032
CMC2	7.653469
AXIN1	1.2695655
NPRL3	4.2651443
MPG	8.102342
USP10	8.00853
TSC2	2.3718283
CLCN7	2.2124324
METRN	0.3791938
STUB1	6.0733833
NUBP1	3.6842167
UBE2I	20.118914
GSPT1	7.159999
ZNF174	0.7020854
UBFD1	1.3422685
EARS2	0.73157907
HMOX2	3.691123
DNAJA3	2.6449704
BFAR	5.646448
MAZ	8.243324
STX4	3.2249467
CDIPT	4.324819
BCKDK	4.1362004
KAT8	4.456628
RNF40	3.7454348
AAGAB	3.1091156
LACTB	2.715724
TRIP4	1.8277315
MTFMT	1.1917969
RAB11A	14.603871
TMEM87A	4.6878104
DTWD1	3.477635
GABPB1	4.483016
DNAJC17	2.2143896
EIF3J	12.161154
SPG11	3.9610293
VPS18	1.1801645
BLOC1S6	6.0571995
ZDHHC2	1.5996436
BRF2	1.527068
ZFAND1	4.8820004
NBN	5.4422975
UBE2W	2.796162
RAB2A	13.3168745
EIF3E	27.981737
EMC2	2.8905382
ARMC1	5.045903
CHRAC1	6.5010076
INTS10	5.628008
DCTN6	3.1412106
R3HCC1	2.8419034
GSR	3.1862185
PPP2CB	1.7067964
ERICH1	6.9705286
NUCB1	9.486756
ECH1	10.816111
HNRNPL	7.9919963
NFKBIB	2.778608
SNRNP70	15.112488
CLPTM1	3.3024101
PPP1R37	1.0322187
PIH1D1	9.364608
ERCC2	1.343447
PLEKHJ1	8.582506
OAZ1	39.626453
TRMT1	3.9802556
STX10	6.1950994
PTOV1	3.42854
SGTA	4.0390096
C19orf53	18.859043
TIMM44	3.4711988
VRK3	4.544151
FAM32A	7.824204
AKAP8	2.6712377
ILVBL	2.3804832
ZNF419	0.4269632
POP4	4.2694325
URI1	3.2469811
PDCD5	10.380027
TIMM50	5.7173367
GPI	11.843799
PLD3	6.4067087
TBCB	9.907079
POLR2I	10.555944
HNRNPUL1	11.956997
FZR1	1.6591499
PLIN3	7.692071
MRPL4	8.581006
ETFB	10.132485
BABAM1	5.8757863
TYK2	3.2304153
CDC37	16.539421
NAPA	10.16685
GRWD1	2.969983
TMEM205	5.512861
BCAT2	2.849769
PPP2R1A	12.625994
WDR83OS	18.137949
GCDH	3.6475463
DNASE2	1.0423276
LENG1	2.478664
PRPF31	6.2251596
TFPT	2.9442413
COPE	21.125063
DDX49	4.1372294
ARMC6	3.0101743
TMEM147	7.8585477
USF2	4.6073046
KXD1	7.8442984
FKBP8	16.955797
SUGP1	1.6331962
GSK3A	2.1626031
ZNF574	1.2921673
GTPBP10	2.0263324
PMPCB	9.595853
DNAJC2	7.395288
NAMPT	6.408846
HBP1	4.8143754
BRAT1	2.5472004
SSBP1	17.186514
HIBADH	3.171502
TAX1BP1	16.236155
CHCHD2	34.983074
PDAP1	11.480852
PTCD1	0.4987624
ZKSCAN1	4.649395
EIF3B	5.0766926
RBM28	3.8383415
LSM5	16.13114
C1GALT1	5.4913416
PLOD3	2.327048
RPA3	14.558181
ZNHIT1	14.501069
TMEM106B	2.9107845
CHCHD3	8.896774
PSMA2	9.262627
MRPL32	5.9751263
COA1	7.1972585
URGCP	0.833165
TMEM248	4.1802344
POLD2	7.532679
BCL7B	3.2961466
YKT6	2.6225152
EIF4H	14.095416
NMRK1	1.9944191
SEC61B	23.445433
CDC37L1	1.6029183
PLGRKT	3.9987643
CREB3	2.0463138
RGP1	1.3908298
EDF1	27.043524
BAG1	9.361202
RAPGEF1	2.359404
UBE2R2	6.332122
ZFAND5	9.465137
HPS1	7.135795
EIF3A	16.898748
MAPK8	1.9178315
SEC23IP	2.98644
ATE1	2.5951138
NSMCE4A	4.3659062
PLEKHA1	1.175241
MICU1	5.1153746
FBXW4	0.8242451
TNKS2	4.521879
GBF1	2.159065
FBXL15	2.9092178
CUEDC2	7.7801123
ACBD5	1.8447654
LHPP	3.7089033
GTPBP4	5.9911666
BCCIP	8.214194
MTPAP	1.5516793
PITRM1	1.9159447
GLRX3	8.414314
XPNPEP1	3.80566
SHOC2	10.10835
TFAM	8.715017
CUL2	2.730227
CCNY	2.6649718
PPIF	5.8592043
NUFIP2	7.2322545
UBTF	6.0371103
PSMD3	7.8121123
CASC3	4.05742
RAD51C	5.8789515
TUBD1	1.2295474
KPNB1	16.420046
GOSR2	2.5073435
PNPO	1.2878957
RPS6KB1	2.9474018
CAMTA2	1.1396586
MED13	3.5396535
PFN1	40.441994
RNF167	9.663216
SLC25A11	8.6463175
C1QBP	16.130009
BLMH	4.6576824
CPD	3.1442242
GOSR1	3.830255
CCDC47	6.2177286
MED31	3.0078454
DRG2	3.6401374
FTSJ3	2.87945
UTP6	4.5642858
PSMD11	8.984325
PEX12	0.26367784
RAB5C	8.90599
MLX	6.533799
MRPL27	8.41281
LRRC59	8.579165
LUC7L3	16.023628
EFTUD2	4.8135037
PRKAR1A	11.492722
YWHAE	22.03192
RANGRF	4.8062673
DPH1	0.9114005
DHRS7B	2.3087254
TNFAIP1	0.78443146
SUPT6H	4.456683
PHF12	2.2282085
TMEM33	4.708775
OCIAD1	13.098268
DCUN1D4	1.426174
LAMTOR3	5.9153805
UBE2D3	25.349222
ELF2	6.8855915
NDUFC1	13.979005
ZNF330	5.394342
RPL34	44.591434
GRPEL1	5.7695084
CLCN3	3.831275
DHX15	8.306811
FBXW7	3.5969634
RAPGEF2	2.5485194
SNX25	0.4193648
UFSP2	2.741944
KLF3	7.6760077
KLHL5	1.1878477
HTATIP2	1.947273
ELP4	2.6952715
MTCH2	9.884701
HSPA8	30.411016
DNAJC4	8.119029
ATG2A	1.979235
OSBP	1.8262086
PUS3	1.2111441
FOXRED1	2.952191
PPP6R3	4.464744
CCDC86	2.2602808
PRPF19	6.9560404
TRIM3	0.16781746
ANAPC15	7.338794
PANX1	0.4930329
RNF141	2.6273904
EIF4G2	20.944199
BIRC2	5.3445663
UBE4A	3.3786926
FBXO3	2.4780562
PDHX	2.498458
COMMD9	5.9994345
AMBRA1	1.1143876
PTPMT1	3.8677392
CD81	7.6974673
C11orf58	21.01826
RPS13	43.631844
AIP	8.796101
NDUFS8	16.640787
GTF2H1	3.3989196
PSMD9	5.503172
PRDM4	0.8029599
COQ5	3.7386484
CORO1C	6.225863
MLEC	8.828271
PTGES3	25.750418
RSRC2	19.796188
METAP2	15.385166
GPN3	5.6469016
VPS29	15.503789
DUSP16	0.34505
CDK2AP1	2.0309262
RFC5	4.107518
COPZ1	12.220045
RAB5B	4.238726
NUP107	5.144146
CNOT2	8.941774
CPSF6	6.679424
KRR1	7.2139044
MRPL51	16.506153
NOP2	1.2820524
CHD4	10.175043
COPS7A	3.5191245
CHPT1	3.1110709
USP5	3.321108
TPI1	27.889715
C12orf57	16.098537
LPCAT3	3.8253493
GOLT1B	3.534611
PRKAB1	3.4636252
CMAS	8.659555
FGFR1OP2	12.020558
TDP2	3.725533
RWDD1	14.233548
TMEM14C	14.758966
PAK1IP1	4.0559607
SMIM8	2.3967543
ASF1A	5.367572
SERINC1	7.797358
PPARD	0.59840316
KCTD20	4.523413
SRSF3	28.499178
MRPL18	10.989176
FBXL4	2.1195307
ASCC3	4.0518417
ACOT13	4.4186063
SMAP1	7.5602665
C6orf62	6.3158956
SNX3	22.557045
HBS1L	5.7662683
SLC39A7	3.3645153
CUTA	17.566671
FAM120B	1.3283917
PPP2R5D	2.0675607
MRPL2	6.2149906
DUSP22	2.5113027
EXOC2	1.3457764
COX7A2	29.242079
TMEM30A	4.816872
SENP6	7.3625
PRPF4B	12.860007
FBRSL1	1.6277637
HARS2	1.6662807
MRPS30	5.10565
HSPA9	11.626058
MRPS27	5.9086733
FAF2	3.3047507
CLINT1	9.254901
TTC1	7.990642
MSH3	3.5939794
CCNG1	8.381623
DROSHA	1.4663348
GOLPH3	5.9197273
SUB1	33.11703
RAD1	3.516291
BRIX1	6.588842
RAD50	2.412968
GNPDA1	2.7733078
SKP1	26.226686
PPP2CA	8.809531
C5orf15	4.037882
PPWD1	3.170542
TRAPPC13	1.4998146
SEC24A	1.4273796
TXNDC15	2.8945632
TTC33	1.863285
TCERG1	8.900387
SMAD5	3.0230927
CSNK1A1	13.5201845
HMGXB3	2.4040568
ATP6V0E1	19.98801
